Date,Open,High,Low,Close,Adj Close,Volume
2014-11-07,800.625000,812.474976,800.625000,809.325012,736.108887,2462168
2014-11-10,809.325012,813.000000,792.500000,808.775024,735.608643,1440248
2014-11-11,803.500000,813.500000,802.500000,807.750000,734.676331,1124754
2014-11-12,809.900024,809.900024,795.700012,800.250000,727.854797,2059910
2014-11-13,802.474976,823.500000,794.075012,819.750000,745.590698,1672418
2014-11-14,811.049988,825.000000,803.000000,805.349976,732.493469,1942972
2014-11-17,807.950012,811.950012,799.174988,809.825012,736.563599,1575996
2014-11-18,812.500000,812.500000,799.000000,800.349976,727.945679,1246748
2014-11-19,800.025024,817.500000,800.025024,815.575012,741.793457,1132248
2014-11-20,820.000000,826.000000,811.099976,824.500000,749.910950,1299226
2014-11-21,828.000000,828.000000,815.049988,821.325012,747.023193,1097438
2014-11-24,821.500000,844.750000,819.174988,836.625000,760.938965,1521682
2014-11-25,840.000000,848.500000,810.049988,828.775024,753.799194,1856960
2014-11-26,820.799988,825.525024,808.000000,816.575012,742.703003,1613416
2014-11-27,817.500000,837.375000,811.500000,832.174988,756.891724,1931026
2014-11-28,835.000000,839.200012,822.349976,831.174988,755.982117,936136
2014-12-01,832.500000,844.900024,825.000000,835.575012,759.984070,1247252
2014-12-02,830.000000,837.500000,819.025024,820.650024,746.409241,737296
2014-12-03,828.750000,830.500000,815.674988,827.299988,752.457642,1309778
2014-12-04,824.299988,829.924988,808.299988,811.924988,738.473633,1394584
2014-12-05,813.974976,814.000000,796.000000,798.400024,726.171997,2785924
2014-12-08,795.549988,797.000000,770.000000,779.750000,709.209290,2566330
2014-12-09,781.400024,788.075012,773.150024,780.349976,709.755127,2391722
2014-12-10,782.500000,790.000000,773.349976,786.275024,715.144104,1287020
2014-12-11,780.500000,789.924988,771.599976,776.025024,705.821411,1515428
2014-12-12,775.049988,782.924988,753.000000,756.250000,687.835205,2182394
2014-12-15,749.950012,753.349976,725.000000,742.650024,675.465759,2320692
2014-12-16,736.000000,783.224976,736.000000,779.450012,708.936462,2171028
2014-12-17,779.950012,780.000000,755.000000,769.700012,700.068604,2177444
2014-12-18,772.500000,781.000000,760.049988,777.125000,706.821655,1742566
2014-12-19,782.150024,800.500000,772.775024,794.599976,722.715881,2025798
2014-12-22,792.025024,797.450012,782.400024,794.250000,722.397583,819544
2014-12-23,789.250000,792.075012,761.000000,768.674988,699.136230,2015266
2014-12-24,769.750000,781.900024,707.500000,769.849976,700.204834,4050188
2014-12-26,770.775024,783.900024,761.000000,782.325012,711.551514,1053334
2014-12-29,788.000000,793.750000,785.025024,790.025024,718.554810,601920
2014-12-30,788.000000,797.924988,785.224976,794.549988,722.670471,650834
2014-12-31,794.500000,804.900024,781.900024,798.450012,726.217651,1454644
2015-01-01,799.500000,805.825012,792.799988,803.400024,730.719849,668246
2015-01-02,801.025024,809.474976,800.025024,802.625000,730.014832,466686
2015-01-05,807.500000,807.500000,784.349976,789.125000,717.736145,1006312
2015-01-06,787.000000,787.200012,761.325012,768.049988,698.567932,1735204
2015-01-07,769.750000,774.000000,746.349976,749.799988,681.968689,1770280
2015-01-08,758.500000,770.000000,747.500000,767.150024,697.749146,1953018
2015-01-09,768.325012,791.825012,761.450012,772.775024,702.865234,3082224
