Date,Open,High,Low,Close,Adj Close,Volume
2014-11-07,1101.000000,1106.300049,1086.599976,1099.750000,1032.658691,1961000
2014-11-10,1095.250000,1117.000000,1095.199951,1113.699951,1045.757568,1363710
2014-11-11,1111.949951,1133.599976,1110.500000,1127.550049,1058.762817,2754901
2014-11-12,1130.000000,1149.500000,1128.000000,1142.699951,1072.988281,1804098
2014-11-13,1145.000000,1145.750000,1120.699951,1129.050049,1060.171021,1391689
2014-11-14,1134.400024,1134.400024,1103.949951,1126.849976,1058.105225,1276274
2014-11-17,1129.900024,1138.199951,1100.099976,1129.900024,1060.969238,2004892
2014-11-18,1134.000000,1134.000000,1101.000000,1105.650024,1038.198730,2103196
2014-11-19,1106.000000,1123.400024,1101.250000,1117.199951,1049.044189,2176314
2014-11-20,1115.599976,1127.849976,1103.699951,1122.349976,1053.880005,1535144
2014-11-21,1121.050049,1139.400024,1119.800049,1134.400024,1065.194824,1627570
2014-11-24,1131.000000,1146.000000,1118.650024,1136.699951,1067.354492,2473098
2014-11-25,1132.300049,1156.699951,1126.400024,1146.449951,1076.509399,3807448
2014-11-26,1151.400024,1162.800049,1126.400024,1158.449951,1087.777588,2217395
2014-11-27,1152.500000,1164.150024,1142.000000,1152.599976,1082.284424,2374923
2014-11-28,1155.000000,1177.800049,1153.900024,1160.650024,1089.843384,2580558
2014-12-01,1161.099976,1166.099976,1134.349976,1137.550049,1068.152466,2604026
2014-12-02,1136.099976,1137.500000,1111.699951,1125.099976,1056.462402,1735746
2014-12-03,1122.500000,1130.949951,1099.500000,1104.599976,1037.212769,2620306
2014-12-04,1110.000000,1116.650024,1090.000000,1113.000000,1045.100342,2063649
2014-12-05,1120.000000,1122.650024,1109.699951,1114.849976,1046.837280,1693044
2014-12-08,1120.000000,1128.800049,1104.349976,1107.599976,1040.029663,1440243
2014-12-09,1108.000000,1119.449951,1082.599976,1103.199951,1035.898193,2008922
2014-12-10,1109.250000,1112.349976,1085.300049,1100.050049,1032.940430,2357400
2014-12-11,1102.000000,1109.849976,1087.599976,1092.599976,1025.944946,2835509
2014-12-12,1088.250000,1102.250000,1061.750000,1069.500000,1004.254150,1987564
2014-12-15,1061.000000,1129.900024,1060.099976,1124.300049,1055.710938,2542994
2014-12-16,1125.699951,1125.699951,1082.849976,1086.849976,1020.545593,2712191
2014-12-17,1088.000000,1106.300049,1080.000000,1088.949951,1022.517700,2799779
2014-12-18,1102.500000,1104.400024,1076.000000,1098.199951,1031.203369,2026732
2014-12-19,1108.750000,1120.000000,1100.000000,1114.949951,1046.931274,2933314
2014-12-22,1120.000000,1150.599976,1112.699951,1146.300049,1076.368774,1917158
2014-12-23,1150.000000,1165.900024,1120.800049,1124.349976,1055.757935,2425339
2014-12-24,1127.000000,1133.500000,1092.199951,1099.849976,1032.752441,4491004
2014-12-26,1108.800049,1119.900024,1097.500000,1116.150024,1048.057983,1127180
2014-12-29,1118.349976,1130.000000,1116.250000,1124.099976,1055.523193,841728
2014-12-30,1120.000000,1134.900024,1117.199951,1129.400024,1060.499756,984892
2014-12-31,1135.150024,1140.750000,1121.199951,1135.900024,1066.603271,1461808
2015-01-01,1130.000000,1131.150024,1120.099976,1124.000000,1055.429199,401576
2015-01-02,1127.300049,1176.949951,1125.349976,1171.900024,1100.406982,2019816
2015-01-05,1168.800049,1175.000000,1150.400024,1156.400024,1085.852661,2219458
2015-01-06,1148.599976,1148.599976,1096.099976,1101.949951,1034.724609,2531748
2015-01-07,1097.500000,1114.150024,1095.000000,1099.250000,1032.189209,2406880
2015-01-08,1114.000000,1128.500000,1110.000000,1123.349976,1054.818848,1675711
2015-01-09,1127.000000,1135.949951,1103.400024,1113.300049,1045.381958,1125756
2015-01-12,1114.349976,1135.000000,1098.400024,1128.550049,1059.701782,1483952
2015-01-13,1134.400024,1137.300049,1113.599976,1122.199951,1053.739014,1460452
2015-01-14,1128.699951,1136.849976,1112.599976,1120.300049,1051.955200,1407126
2015-01-15,1145.050049,1210.900024,1144.699951,1202.550049,1129.187256,3691695
2015-01-16,1207.500000,1209.000000,1191.000000,1194.550049,1121.675293,3113114
2015-01-19,1198.000000,1204.650024,1178.150024,1181.699951,1109.609253,964317
2015-01-20,1185.099976,1257.750000,1181.050049,1251.550049,1175.197998,4307951
2015-01-21,1259.000000,1297.400024,1252.250000,1287.199951,1208.673218,4571279
2015-01-22,1287.000000,1294.849976,1272.000000,1279.650024,1201.583618,2899200
2015-01-23,1288.699951,1340.949951,1280.199951,1290.099976,1211.395996,4046463
2015-01-27,1303.900024,1320.000000,1288.550049,1315.849976,1235.574951,4368011
2015-01-28,1323.949951,1361.849976,1300.699951,1344.599976,1262.571045,5446676
2015-01-29,1338.150024,1343.900024,1295.400024,1315.550049,1235.293579,5914732
2015-01-30,1328.400024,1333.000000,1257.750000,1262.500000,1185.479736,3825989
2015-02-02,1262.500000,1284.500000,1243.599976,1269.300049,1191.864990,3229041
2015-02-03,1262.500000,1272.000000,1225.900024,1230.150024,1155.103516,2595433
2015-02-04,1231.050049,1252.000000,1221.099976,1232.449951,1157.262939,3263264
2015-02-05,1236.900024,1292.000000,1208.150024,1246.449951,1170.409180,3349987
2015-02-06,1245.000000,1289.800049,1244.300049,1280.550049,1202.428589,2615151
2015-02-09,1267.000000,1279.250000,1245.550049,1271.949951,1194.353394,1258970
2015-02-10,1254.099976,1293.000000,1232.300049,1246.150024,1170.127319,2521026
2015-02-11,1248.900024,1267.699951,1242.250000,1245.800049,1169.798584,1857361
2015-02-12,1254.949951,1260.000000,1240.400024,1253.250000,1176.794189,2251920
2015-02-13,1253.900024,1275.000000,1243.650024,1268.650024,1191.254761,2844615
2015-02-16,1282.500000,1300.000000,1267.000000,1288.000000,1209.424194,2215683
2015-02-18,1295.000000,1335.000000,1291.750000,1328.599976,1247.547485,3780032
2015-02-19,1330.000000,1357.349976,1323.550049,1353.449951,1270.881470,3724612
2015-02-20,1350.000000,1353.449951,1325.000000,1333.150024,1251.819702,1991120
2015-02-23,1333.150024,1338.699951,1306.800049,1311.250000,1231.255859,2775485
2015-02-24,1311.900024,1321.949951,1296.750000,1310.400024,1230.457764,2512512
2015-02-25,1311.000000,1349.550049,1311.000000,1340.550049,1258.768433,2729990
2015-02-26,1348.000000,1374.199951,1336.199951,1345.699951,1263.604126,3132313
2015-02-27,1354.900024,1368.750000,1335.599976,1347.400024,1265.200562,4151270
2015-02-28,null,null,null,null,null,null
2015-03-02,1342.099976,1370.000000,1319.000000,1339.949951,1258.204956,4429084
2015-03-03,1341.000000,1373.000000,1341.000000,1368.050049,1284.591064,2482102
2015-03-04,1390.000000,1402.300049,1355.500000,1367.699951,1284.262085,3801103
2015-03-05,1367.699951,1402.150024,1366.400024,1394.800049,1309.708862,4689288
2015-03-09,1397.500000,1397.500000,1351.800049,1368.349976,1284.872559,3448632
2015-03-10,1365.099976,1365.150024,1307.150024,1312.400024,1232.335693,5116630
2015-03-11,1320.800049,1338.500000,1310.349976,1322.750000,1242.054199,3331122
2015-03-12,1332.900024,1343.449951,1316.349976,1332.849976,1251.538086,3304209
2015-03-13,1351.000000,1368.000000,1322.000000,1328.050049,1247.030884,4002153
2015-03-16,1327.000000,1327.000000,1293.599976,1305.699951,1226.044556,3706369
2015-03-17,1311.900024,1347.650024,1307.099976,1339.449951,1257.735474,2149304
2015-03-18,1340.900024,1343.650024,1315.000000,1322.050049,1241.397217,2027482
2015-03-19,1336.000000,1354.599976,1317.400024,1327.699951,1246.702393,5042473
2015-03-20,1324.000000,1343.849976,1308.000000,1338.449951,1256.796509,3871319
2015-03-23,1332.199951,1348.900024,1327.500000,1345.699951,1263.604126,1772832
2015-03-24,1337.550049,1386.750000,1337.250000,1358.849976,1275.951904,4545753
2015-03-25,1362.000000,1380.949951,1342.199951,1354.550049,1273.789063,3628829
2015-03-26,1339.300049,1339.300049,1273.000000,1283.699951,1207.163208,6239936
2015-03-27,1290.650024,1299.000000,1257.449951,1262.699951,1187.415405,3115046
2015-03-30,1274.900024,1308.900024,1271.150024,1306.199951,1228.321533,2242522
2015-03-31,1314.000000,1322.949951,1297.750000,1315.699951,1237.255371,2877703
2015-04-01,1318.949951,1341.900024,1305.500000,1337.050049,1257.332642,1492126
2015-04-06,1354.150024,1354.150024,1303.300049,1330.599976,1251.266968,2076100
2015-04-07,1332.650024,1341.750000,1312.550049,1328.699951,1249.480103,1946193
2015-04-08,1330.250000,1335.300049,1297.099976,1299.699951,1222.209351,2589418
2015-04-09,1309.900024,1316.550049,1286.500000,1303.050049,1225.359619,3333998
2015-04-10,1304.699951,1308.650024,1282.949951,1290.349976,1213.416626,2003341
2015-04-13,1299.900024,1312.000000,1291.199951,1305.250000,1227.428589,2030711
2015-04-15,1313.000000,1313.500000,1279.599976,1290.449951,1213.510864,2830551
2015-04-16,1294.800049,1310.000000,1281.099976,1306.800049,1228.885986,3456440
2015-04-17,1306.699951,1315.949951,1297.199951,1306.699951,1228.791992,2204849
2015-04-20,1295.000000,1305.750000,1256.199951,1268.650024,1193.010620,2966624
2015-04-21,1266.650024,1276.800049,1243.300049,1258.150024,1183.136841,2954400
2015-04-22,1261.099976,1285.000000,1258.000000,1277.199951,1201.050781,2774253
2015-04-23,1283.000000,1297.650024,1267.000000,1276.050049,1199.969482,3429256
2015-04-24,1271.000000,1275.000000,1234.099976,1245.150024,1170.911865,1693928
2015-04-27,1251.900024,1255.000000,1196.650024,1211.750000,1139.503174,3816253
2015-04-28,1214.000000,1236.400024,1188.599976,1228.250000,1155.019409,3962095
2015-04-29,1225.000000,1237.000000,1191.099976,1201.150024,1129.535156,4661402
2015-04-30,1199.300049,1200.000000,1160.099976,1170.000000,1100.242432,7207702
2015-05-04,1179.900024,1205.750000,1173.449951,1202.199951,1130.522461,4151853
2015-05-05,1197.000000,1201.800049,1178.099976,1180.349976,1109.975342,2910239
2015-05-06,1179.949951,1179.949951,1151.199951,1163.599976,1094.223877,5476440
2015-05-07,1161.650024,1172.849976,1147.000000,1154.250000,1085.431274,3674392
2015-05-08,1167.449951,1200.000000,1160.599976,1185.349976,1114.677124,3665418
2015-05-11,1195.000000,1230.550049,1191.599976,1226.099976,1152.997314,3535741
2015-05-12,1223.000000,1223.000000,1184.449951,1191.349976,1120.319336,3890498
2015-05-13,1195.500000,1228.699951,1187.849976,1219.400024,1146.697144,2388304
2015-05-14,1224.400024,1224.400024,1192.000000,1209.699951,1137.575439,1592211
2015-05-15,1215.000000,1236.449951,1205.750000,1234.300049,1160.708618,1926050
2015-05-18,1234.000000,1271.000000,1227.000000,1264.300049,1188.919922,1779600
2015-05-19,1258.000000,1264.199951,1232.250000,1240.550049,1166.586060,1645261
2015-05-20,1245.000000,1273.400024,1242.300049,1270.050049,1194.327148,1538286
2015-05-21,1266.199951,1273.400024,1245.250000,1255.949951,1181.067627,1869513
2015-05-22,1256.400024,1292.949951,1252.099976,1288.050049,1211.254028,1816951
2015-05-25,1280.000000,1288.000000,1250.000000,1252.650024,1177.964600,1035874
2015-05-26,1252.099976,1260.000000,1233.449951,1240.449951,1166.491943,1157981
2015-05-27,1231.000000,1245.000000,1229.000000,1239.900024,1165.974731,2128114
2015-05-28,1242.000000,1249.300049,1206.550049,1229.250000,1155.959961,3185460
2015-05-29,1229.000000,1248.000000,1218.750000,1236.050049,1162.354492,8462128
2015-06-01,1236.099976,1255.000000,1236.099976,1247.750000,1173.356934,1565269
2015-06-02,1247.000000,1250.099976,1197.050049,1203.099976,1131.368530,2840010
2015-06-03,1202.550049,1217.849976,1194.000000,1202.849976,1131.133545,1669000
2015-06-04,1209.199951,1225.000000,1190.000000,1216.000000,1143.499634,1559731
2015-06-05,1213.000000,1217.000000,1193.800049,1201.349976,1129.723145,1562369
2015-06-08,1202.000000,1205.000000,1171.000000,1176.750000,1106.589722,1709199
2015-06-09,1179.500000,1196.000000,1176.650024,1188.800049,1117.921631,1405906
2015-06-10,1182.099976,1205.000000,1182.099976,1190.550049,1119.567383,1909498
2015-06-11,1198.000000,1200.000000,1157.949951,1164.300049,1094.882202,2885206
2015-06-12,1156.000000,1194.900024,1156.000000,1190.400024,1119.425903,2189916
2015-06-15,1189.900024,1218.000000,1183.349976,1214.550049,1142.136230,2625930
2015-06-16,1210.300049,1213.949951,1180.250000,1199.050049,1127.560181,1624342
2015-06-17,1208.000000,1217.900024,1196.300049,1200.900024,1129.300049,2468727
2015-06-18,1201.000000,1219.599976,1200.000000,1213.300049,1140.960571,2158585
2015-06-19,1222.900024,1247.550049,1219.000000,1236.849976,1163.106567,3996806
2015-06-22,1240.000000,1274.500000,1238.099976,1271.550049,1195.737793,1686424
2015-06-23,1272.800049,1288.699951,1260.250000,1285.199951,1208.573853,2574782
2015-06-24,1283.500000,1294.849976,1265.699951,1283.900024,1207.351563,3659720
2015-06-25,1278.199951,1314.000000,1273.750000,1308.849976,1230.813721,3542983
2015-06-26,1305.000000,1310.000000,1275.199951,1287.849976,1211.065796,2363289
2015-06-29,1265.500000,1293.400024,1260.000000,1285.500000,1208.856079,1926719
2015-06-30,1289.900024,1302.849976,1278.250000,1296.449951,1219.153198,3046510
2015-07-01,1296.000000,1302.949951,1287.750000,1292.699951,1215.626587,2734800
2015-07-02,1293.550049,1297.900024,1280.300049,1285.199951,1208.573853,2411326
2015-07-03,1286.900024,1323.000000,1278.500000,1316.050049,1237.584473,2442597
2015-07-06,1304.199951,1321.250000,1298.750000,1317.599976,1239.041992,1300415
2015-07-07,1324.000000,1347.400024,1320.000000,1337.300049,1257.567505,2026043
2015-07-08,1324.849976,1332.250000,1285.099976,1290.050049,1213.134766,3407908
2015-07-09,1291.099976,1299.099976,1281.849976,1285.300049,1208.667847,1370979
2015-07-10,1287.800049,1294.300049,1278.900024,1283.349976,1206.834106,2821543
2015-07-13,1298.000000,1327.000000,1282.050049,1323.750000,1244.825439,2793035
2015-07-14,1322.599976,1322.949951,1309.099976,1318.400024,1239.794434,1150810
2015-07-15,1316.750000,1343.949951,1311.500000,1340.150024,1272.798096,1928257
2015-07-16,1342.000000,1372.400024,1342.000000,1359.699951,1291.365601,2199590
2015-07-17,1359.900024,1359.900024,1323.699951,1326.650024,1259.976685,1981172
2015-07-20,1332.650024,1333.400024,1303.000000,1315.349976,1249.244263,2306364
2015-07-21,1315.349976,1329.349976,1306.150024,1311.599976,1245.682739,2360671
2015-07-22,1306.000000,1349.949951,1303.349976,1345.750000,1278.116455,1081532
2015-07-23,1349.900024,1357.449951,1341.500000,1350.550049,1282.675415,1642862
2015-07-24,1355.000000,1365.000000,1336.650024,1358.750000,1290.463135,1915369
2015-07-27,1353.449951,1359.150024,1329.800049,1336.000000,1268.856689,2164764
2015-07-28,1332.000000,1337.000000,1298.650024,1304.400024,1238.844727,3844471
2015-07-29,1310.000000,1332.000000,1305.000000,1312.050049,1246.110229,1996159
2015-07-30,1327.000000,1352.000000,1323.349976,1335.800049,1268.666870,3233875
2015-07-31,1334.699951,1350.000000,1329.900024,1340.400024,1273.035400,2843990
2015-08-03,1331.199951,1350.500000,1315.650024,1324.349976,1257.792114,2473182
2015-08-04,1324.400024,1331.099976,1299.699951,1302.449951,1236.992798,2421674
2015-08-05,1307.400024,1319.949951,1300.000000,1302.449951,1236.992798,1916199
2015-08-06,1304.250000,1313.400024,1289.000000,1303.849976,1238.322510,2429289
2015-08-07,1306.300049,1315.000000,1295.599976,1298.449951,1233.193604,1641394
2015-08-10,1305.949951,1333.400024,1298.099976,1305.500000,1239.889526,1534353
2015-08-11,1306.750000,1306.949951,1284.000000,1290.650024,1225.785889,2196313
2015-08-12,1284.500000,1284.500000,1257.750000,1261.949951,1198.528320,1596340
2015-08-13,1261.949951,1273.000000,1250.099976,1256.949951,1193.779297,2627973
2015-08-14,1268.250000,1306.900024,1258.750000,1299.949951,1234.618286,2309630
2015-08-17,1300.000000,1306.199951,1271.800049,1279.599976,1215.291016,1117732
2015-08-18,1280.500000,1285.750000,1263.400024,1266.099976,1202.469727,1425177
2015-08-19,1259.000000,1264.849976,1248.699951,1256.300049,1193.162231,2263710
2015-08-20,1258.000000,1266.900024,1246.000000,1249.900024,1187.083740,2591779
2015-08-21,1238.000000,1239.000000,1214.000000,1228.349976,1166.616577,2820891
2015-08-24,1194.300049,1195.000000,1155.849976,1167.750000,1109.062500,4955839
2015-08-25,1177.300049,1187.050049,1136.099976,1145.550049,1087.978027,5830034
2015-08-26,1145.000000,1158.150024,1093.199951,1102.349976,1046.949219,8008888
2015-08-27,1120.000000,1204.199951,1120.000000,1193.900024,1133.897949,9119089
2015-08-28,1201.449951,1215.699951,1179.099976,1201.900024,1141.496094,3103897
2015-08-31,1204.000000,1213.800049,1176.550049,1186.150024,1126.537598,3482922
2015-09-01,1175.000000,1176.349976,1146.000000,1157.400024,1099.232666,2672450
2015-09-02,1175.000000,1179.000000,1110.099976,1123.150024,1066.703735,6095077
2015-09-03,1139.000000,1176.349976,1125.849976,1172.050049,1113.146240,3026650
2015-09-04,1161.000000,1163.949951,1131.550049,1141.599976,1084.226440,2511258
2015-09-07,1145.000000,1176.599976,1137.050049,1155.050049,1097.000732,2977414
2015-09-08,1158.000000,1180.000000,1151.150024,1171.050049,1112.196533,2558799
2015-09-09,1183.500000,1203.400024,1178.500000,1186.650024,1127.012451,2732329
2015-09-10,1167.550049,1174.900024,1149.500000,1162.750000,1104.313354,2039371
2015-09-11,1175.000000,1186.000000,1170.250000,1176.349976,1117.230103,2011360
2015-09-14,1177.349976,1188.500000,1163.699951,1184.699951,1125.160400,1505450
2015-09-15,1176.650024,1184.449951,1165.449951,1178.599976,1119.366821,1839713
2015-09-16,1189.900024,1200.000000,1184.000000,1196.349976,1136.224854,1981532
2015-09-18,1217.000000,1235.750000,1195.099976,1207.050049,1146.387329,4775438
2015-09-21,1187.800049,1209.699951,1185.500000,1207.300049,1146.624756,1318331
2015-09-22,1217.000000,1217.000000,1163.099976,1168.599976,1109.869629,2102372
2015-09-23,1155.000000,1173.400024,1144.250000,1165.949951,1107.352783,2474928
2015-09-24,1165.000000,1184.400024,1151.000000,1181.849976,1122.453857,2492993
2015-09-28,1180.000000,1189.000000,1163.449951,1172.150024,1113.241211,1479204
2015-09-29,1164.400024,1230.949951,1152.500000,1216.800049,1155.647339,4094857
2015-09-30,1244.000000,1244.000000,1200.750000,1212.750000,1151.800781,4753919
2015-10-01,1232.800049,1232.800049,1192.099976,1196.599976,1136.462280,3065028
2015-10-05,1210.000000,1262.699951,1205.250000,1256.949951,1193.779297,3654176
2015-10-06,1268.000000,1271.000000,1238.349976,1265.199951,1201.614746,3144090
2015-10-07,1258.000000,1280.000000,1258.000000,1277.449951,1213.249146,1507689
2015-10-08,1278.500000,1279.800049,1258.449951,1278.099976,1213.866577,1314118
2015-10-09,1286.000000,1299.000000,1275.400024,1291.699951,1226.783081,2002920
2015-10-12,1292.000000,1295.349976,1261.949951,1270.250000,1206.411011,1610929
2015-10-13,1270.000000,1282.500000,1263.199951,1278.699951,1214.436157,1768441
2015-10-14,1273.650024,1297.000000,1273.650024,1294.150024,1229.109985,1170630
2015-10-15,1295.300049,1305.000000,1288.150024,1294.699951,1229.632080,1243950
2015-10-16,1295.000000,1315.800049,1283.599976,1314.500000,1248.437134,1781314
2015-10-19,1320.000000,1322.000000,1302.449951,1315.349976,1249.244263,2824598
2015-10-20,1311.099976,1316.400024,1302.650024,1312.500000,1246.537598,2544760
2015-10-21,1307.099976,1320.000000,1305.650024,1315.750000,1249.624268,1040974
2015-10-23,1325.000000,1344.000000,1320.050049,1337.900024,1270.661133,2128869
2015-10-26,1347.500000,1350.000000,1303.400024,1312.699951,1246.727417,4866457
2015-10-27,1304.900024,1304.900024,1271.800049,1275.099976,1211.017334,4779913
2015-10-28,1275.000000,1284.550049,1255.449951,1266.599976,1202.944458,2978759
2015-10-29,1266.000000,1285.650024,1258.550049,1264.650024,1201.092285,3915267
2015-10-30,1266.099976,1273.550049,1246.449951,1256.849976,1193.684448,2116210
2015-11-02,1252.000000,1267.000000,1213.000000,1221.050049,1159.683594,3337082
2015-11-03,1230.000000,1233.349976,1215.000000,1221.400024,1160.016113,2624731
2015-11-04,1228.750000,1236.000000,1215.000000,1220.150024,1158.829224,1258178
2015-11-05,1220.000000,1224.800049,1200.550049,1205.849976,1145.247437,2416892
2015-11-06,1207.199951,1224.500000,1202.250000,1205.400024,1144.820190,1645873
2015-11-09,1180.000000,1203.300049,1177.650024,1190.750000,1130.906494,3374264
2015-11-10,1184.199951,1185.699951,1168.550049,1171.349976,1112.481445,1260441
2015-11-13,1178.650024,1181.250000,1157.550049,1178.750000,1119.509521,1892688
2015-11-16,1170.099976,1189.949951,1157.800049,1178.400024,1119.177246,2208132
2015-11-17,1190.199951,1203.949951,1184.000000,1200.750000,1140.403564,1926695
2015-11-18,1199.000000,1202.500000,1176.000000,1178.699951,1119.461914,1823920
2015-11-19,1187.250000,1217.000000,1184.500000,1214.199951,1153.177856,2607107
2015-11-20,1216.000000,1222.199951,1200.000000,1205.750000,1145.152466,2659599
2015-11-23,1210.000000,1211.000000,1184.099976,1191.150024,1131.286377,2241804
2015-11-24,1191.150024,1224.500000,1189.650024,1218.949951,1157.689209,3758223
2015-11-26,1222.000000,1231.949951,1216.000000,1222.650024,1161.203125,2264979
2015-11-27,1225.099976,1242.150024,1215.800049,1230.599976,1168.753784,1851264
2015-11-30,1223.500000,1229.400024,1204.349976,1218.500000,1157.261597,6102193
2015-12-01,1218.949951,1228.150024,1213.550049,1224.699951,1163.150146,2065617
2015-12-02,1221.300049,1233.300049,1206.099976,1211.750000,1150.850830,1513305
2015-12-03,1207.349976,1208.900024,1198.050049,1200.199951,1139.881592,1577703
2015-12-04,1190.000000,1192.650024,1169.500000,1171.599976,1112.718750,2898773
2015-12-07,1176.300049,1187.900024,1175.050049,1184.599976,1125.065674,2494804
2015-12-08,1178.900024,1178.900024,1169.500000,1171.550049,1112.671387,2988127
2015-12-09,1166.250000,1170.400024,1150.000000,1153.250000,1095.291138,1705547
2015-12-10,1155.000000,1185.000000,1154.000000,1182.300049,1122.881104,2489849
2015-12-11,1185.000000,1188.000000,1162.199951,1174.750000,1115.710571,2219575
2015-12-14,1156.050049,1195.000000,1156.050049,1188.050049,1128.342163,2052379
2015-12-15,1184.349976,1209.500000,1180.800049,1206.550049,1145.912354,2628140
2015-12-16,1211.000000,1222.800049,1209.199951,1219.300049,1158.021729,1910248
2015-12-17,1220.000000,1243.849976,1209.500000,1240.949951,1178.583496,1921688
2015-12-18,1247.900024,1247.900024,1220.550049,1224.849976,1163.292725,2755208
2015-12-21,1218.199951,1240.000000,1218.199951,1232.349976,1170.415771,2178186
2015-12-22,1233.699951,1237.000000,1221.500000,1228.250000,1166.521851,1549227
2015-12-23,1233.000000,1242.000000,1231.500000,1239.199951,1176.921387,1327248
2015-12-24,1243.000000,1245.000000,1225.400024,1229.550049,1167.756348,391634
2015-12-28,1229.550049,1239.000000,1220.199951,1227.650024,1165.951782,1658317
2015-12-29,1226.550049,1239.900024,1225.599976,1234.300049,1172.267700,1716336
2015-12-30,1240.000000,1244.900024,1230.650024,1233.699951,1171.697754,1443470
